sensor,psi,ks_stat,ks_pvalue,severity
sensor_273,0.06656854035097158,0.09640405139011621,0.023243138772041788,stable
sensor_583,0.06513511464402601,0.09530623343076605,0.02579572183663574,stable
sensor_91,0.06477785827036849,0.07397865542791116,0.14399102797183577,stable
sensor_317,0.06474233459694578,0.0626300047583441,0.297603107958335,stable
sensor_386,0.06415374244115367,0.08859696825504723,0.047293889531266585,stable
sensor_584,0.06276483338199722,0.08352253415811295,0.07071818655565142,stable
sensor_98,0.06274697975805255,0.09633607504588404,0.023588065297335918,stable
sensor_456,0.06181054210330243,0.10155325946570593,0.014647906003074364,stable
sensor_222,0.060556743754440895,0.07604513629257015,0.12475785003366725,stable
sensor_354,0.05972274943648935,0.0814662497450887,0.08259752626086495,stable
sensor_23,0.059503162244642006,0.06217796206920001,0.3091767592176646,stable
sensor_453,0.056823431814398744,0.06802732649038135,0.2134545951133028,stable
sensor_48,0.05566193646130259,0.09447352321392155,0.027346176658342422,stable
sensor_84,0.054075302416632415,0.059958534430018307,0.3518633440107847,stable
sensor_0,0.05405665151074167,0.0952314594521107,0.02620778040223923,stable
sensor_324,0.053668264542746306,0.09945279042893074,0.017831113433516118,stable
sensor_291,0.053643733990994216,0.08127931479845019,0.08491001587344384,stable
sensor_88,0.05314915274074375,0.08594928964720272,0.056979039658610356,stable
sensor_410,0.05299406079750977,0.05313031065189315,0.49809644691595956,stable
sensor_350,0.052857626672657476,0.07954251920331723,0.09459144211070133,stable
sensor_496,0.05244274504030037,0.05143430086329959,0.5436518375497152,stable
sensor_377,0.052433574376642186,0.06623954863707429,0.24304010168342477,stable
sensor_108,0.05070442479997078,0.05178437903609545,0.5319692459216947,stable
sensor_434,0.04867662066497059,0.08228196587587516,0.07876947522223002,stable
sensor_156,0.04731540892505624,0.06409149615933651,0.2772790413273285,stable
sensor_376,0.04725244341788162,0.06440078852559306,0.26992381743237737,stable
sensor_161,0.046994010197740584,0.049830059139419486,0.5799373427883744,stable
sensor_188,0.04623974170243995,0.09092175922778878,0.03853354048365418,stable
sensor_296,0.045997686039038456,0.049833457956631105,0.5798350859013115,stable
sensor_137,0.04590794390275583,0.04995921419346068,0.5771606055612176,stable
sensor_429,0.045683840765139365,0.05558085786146416,0.4454685516657273,stable
sensor_300,0.04507195680544912,0.09293046019985052,0.032599378988413384,stable
sensor_419,0.04475371970033003,0.06949221670858552,0.19721005464835603,stable
sensor_436,0.04412931664661346,0.06530827272109302,0.25676351799479535,stable
sensor_490,0.043458552826953545,0.07478757392427438,0.13752758361972134,stable
sensor_424,0.04298945326547085,0.0715179117667053,0.1723667834099874,stable
sensor_150,0.04296367189534021,0.07942356060091083,0.09599710457289447,stable
sensor_339,0.0428462682890746,0.07429474542859085,0.139002629483403,stable
sensor_227,0.04254911161894584,0.08680919040174018,0.05375268107786665,stable
sensor_285,0.0425324392803153,0.0815478213581673,0.08157435236402724,stable
sensor_486,0.04218786386000912,0.04610155665828286,0.679861056746632,stable
sensor_211,0.042106994771266705,0.05572020936714023,0.4414012314876651,stable
sensor_360,0.042089352846422956,0.0563761810889809,0.4239712595830393,stable
sensor_181,0.04160002371927852,0.06376520970702196,0.27858471867091805,stable
sensor_367,0.0415523425496561,0.045734484399429,0.6866886905897697,stable
sensor_238,0.04139184121484588,0.07185099585344301,0.1668381569351954,stable
sensor_218,0.04082523862845624,0.05162803344436134,0.5372100161191921,stable
sensor_349,0.040279500800193144,0.04855550268506559,0.6141716782696656,stable
sensor_489,0.03894731431768509,0.077887295221263,0.10978274623029254,stable
sensor_100,0.03692092388830354,0.06745292638161926,0.22438934403731783,stable
sensor_115,0.035716876389023294,0.05159744408945682,0.5382355688952459,stable
sensor_101,0.03315332285723016,0.05788525593093602,0.3937161584095992,stable
sensor_432,0.03291758750093353,0.0743729182244579,0.1385401995211266,stable
sensor_165,0.03258015749209192,0.08127591598123851,0.0849469039116415,stable
sensor_423,0.031107086954010994,0.04661477805723602,0.663116762869699,stable
sensor_363,0.030783525664061777,0.046652165046563776,0.6619557030428758,stable
sensor_362,0.030347628024006344,0.05572020936714028,0.4414012314876651,stable
sensor_497,0.028955678262587797,0.04235945890829984,0.7712757974831661,stable
sensor_151,0.028932590356034005,0.06314662497450885,0.2928483986366364,stable
sensor_460,0.028630376886381648,0.04438515396641968,0.7211834852751245,stable
sensor_224,0.028345568634980237,0.057990619264495946,0.39048245065476067,stable
sensor_483,0.027147327596986636,0.062456665080551976,0.30145232247706355,stable
sensor_286,0.025792712005979428,0.07407382230983622,0.14224073395929765,stable
sensor_418,0.02569404488269972,0.08162259533682276,0.08073854933035705,stable
sensor_90,0.0255799152654296,0.0635850723948066,0.2813178433551254,stable
sensor_356,0.025309803297961543,0.05978519475222621,0.3559100207770322,stable
sensor_225,0.025109157240301556,0.050887091292230235,0.5531610131845293,stable
sensor_250,0.023730995316008165,0.03877030793283942,0.8549658464418245,stable
sensor_94,0.016771614338794556,0.04871184827679964,0.6089707770367683,stable
sensor_482,0.0162639022219291,0.0597987900210728,0.35568246092439226,stable
sensor_500,0.014721346880873966,0.07180001359526889,0.1678673617587376,stable
sensor_511,0.014088158825562563,0.06233090884372239,0.30490041192393885,stable
sensor_522,0.013130898668053694,0.03573176534565975,0.9116293603815122,stable
sensor_499,0.008410143923560378,0.04294405546869695,0.7594956481704788,stable
sensor_387,0.0,0.004248521514512826,1.0,stable
sensor_114,0.0,0.0032084834477602575,1.0,stable
sensor_249,0.0,0.005312351301746898,1.0,stable
sensor_521,0.0,0.004272313234994329,1.0,stable
