sensor,psi,ks_stat,ks_pvalue,severity
sensor_440,1.036855527962865,0.3625382366936306,4.450971315280388e-28,significant
sensor_544,1.0059318817911438,0.45275983957582755,5.400441398973022e-44,significant
sensor_555,0.983408454019849,0.3901638229895996,1.5510935505157233e-32,significant
sensor_564,0.9718616777600166,0.19523485826932224,2.7223108400866177e-08,significant
sensor_405,0.9532289373679109,0.29626809870165194,1.136293898808825e-18,significant
sensor_552,0.9471379249214551,0.3740432329549317,8.983720517539066e-30,significant
sensor_22,0.9222626423115836,0.331829923186731,1.7108579327020779e-23,significant
sensor_126,0.916626612590012,0.26766705186595063,2.7748662506815592e-15,significant
sensor_566,0.9125478505546002,0.18884168309428317,8.781379323427737e-08,significant
sensor_103,0.8979769583587808,0.3858779144857589,8.990109851829384e-32,significant
sensor_304,0.896090502213161,0.35834749507171504,2.002181935987163e-27,significant
sensor_571,0.8941214597083846,0.26865950649174086,2.1993053933520955e-15,significant
sensor_549,0.8889002912230078,0.3666032220787166,1.3811947452126362e-28,significant
sensor_546,0.8846553557827179,0.34539800149547956,2.2444394027878413e-25,significant
sensor_539,0.8801797305235293,0.33139147576643335,2.418889324102119e-23,significant
sensor_567,0.880147582532633,0.23561620556046498,6.646920803709141e-12,significant
sensor_550,0.8790757418598845,0.35395622323431447,1.0545017268675068e-26,significant
sensor_26,0.8734759772633583,0.3403847461083543,1.0258165922642765e-24,significant
sensor_169,0.8670785948933045,0.36790836788797504,6.376037557350414e-29,significant
sensor_568,0.8521024778021428,0.19947318333220038,1.231035501409376e-08,significant
sensor_553,0.833372813866757,0.36247365916661,5.1373586301315965e-28,significant
sensor_318,0.8317377251512158,0.320770171980151,7.225655330901817e-22,significant
sensor_24,0.8285231632214198,0.2891203861056352,7.054129315642455e-18,significant
sensor_565,0.8179794868611705,0.25901706206240227,2.5309932771557918e-14,significant
sensor_3,0.8134862059706962,0.3174257358439264,1.9557910080906226e-21,significant
sensor_247,0.8074886463213216,0.29779076881245325,6.142134849060424e-19,significant
sensor_547,0.8012257782624962,0.32507987220447276,1.8806648079236764e-22,significant
sensor_37,0.7972269635578477,0.1889368499762083,8.257804561775974e-08,significant
sensor_297,0.791597471089064,0.3063218000135953,5.0017655694105043e-20,significant
sensor_6,0.7908495005497509,0.3046767724831758,9.429739133229483e-20,significant
sensor_19,0.774892445083595,0.2623139147576644,1.110621923693557e-14,significant
sensor_480,0.7714279072576062,0.30620963904561216,5.002569178441705e-20,significant
sensor_11,0.7704888826842613,0.3741587927401264,7.780770614236079e-30,significant
sensor_67,0.7687603616947216,0.3485826932227585,7.691334791582738e-26,significant
sensor_183,0.7638004961209894,0.24249541159676424,1.1999583287779874e-12,significant
sensor_406,0.7578457557616287,0.22755421113452512,3.491897716678352e-11,significant
sensor_556,0.7481287114914533,0.35708313506899597,4.0944890907766284e-27,significant
sensor_162,0.7418843470491644,0.3052443749575148,6.871766860337515e-20,significant
sensor_21,0.7363559721217846,0.30101624634627155,2.4194382376835334e-19,significant
sensor_31,0.7291083152354452,0.29464346407450204,1.5428534412200126e-18,significant
sensor_455,0.7257346398540998,0.25629121065869076,4.297996788976505e-14,significant
sensor_428,0.722182295613672,0.2965535993474271,8.4980046185509945e-19,significant
sensor_485,0.7020213799278919,0.25147848548705043,1.5823063870491866e-13,significant
